transaction_id,merchant_id,merchant_name,customer_id,customer_name,customer_email,amount,currency,payment_method,card_network,card_last4,status,error_code,error_message,created_at,captured_at
TXN_21558,MER_002,GreenLeaf Pharmacy,CUST_3756,Customer 11558,cust11558@example.com,23128.53,INR,card,MASTERCARD,1772,captured,,,2026-09-17 09:16:00,2026-09-17 09:16:57
TXN_21559,MER_002,GreenLeaf Pharmacy,CUST_8089,Customer 11559,cust11559@example.com,23134.06,INR,wallet,,,captured,,,2026-09-17 09:18:00,2026-09-17 09:18:35
TXN_21560,MER_003,ApexRetail,CUST_1875,Customer 11560,cust11560@example.com,19605.17,INR,netbanking,,,captured,,,2026-09-17 09:20:00,2026-09-17 09:20:28
TXN_21561,MER_005,FakeCompany,CUST_5556,Customer 11561,cust11561@example.com,17571.38,INR,card,VISA,2437,failed,ERR_01,Insufficient Funds,2026-09-17 09:22:00,
TXN_21562,MER_003,ApexRetail,CUST_6372,Customer 11562,cust11562@example.com,2387.78,INR,upi,,,captured,,,2026-09-17 09:24:00,2026-09-17 09:24:57
TXN_21563,MER_004,TechCorp Inc,CUST_1462,Customer 11563,cust11563@example.com,1873.66,INR,netbanking,,,captured,,,2026-09-17 09:26:00,2026-09-17 09:26:30
TXN_21564,MER_002,GreenLeaf Pharmacy,CUST_3603,Customer 11564,cust11564@example.com,1660.83,INR,card,VISA,9762,captured,,,2026-09-17 09:28:00,2026-09-17 09:28:35
TXN_21565,MER_003,ApexRetail,CUST_5654,Customer 11565,cust11565@example.com,934.31,INR,upi,,,captured,,,2026-09-17 09:30:00,2026-09-17 09:30:40
TXN_21566,MER_002,GreenLeaf Pharmacy,CUST_8847,Customer 11566,cust11566@example.com,15353.37,INR,upi,,,captured,,,2026-09-17 09:32:00,2026-09-17 09:32:18
TXN_21567,MER_001,QuickBites Restaurant,CUST_3043,Customer 11567,cust11567@example.com,16281.51,INR,netbanking,,,captured,,,2026-09-17 09:34:00,2026-09-17 09:34:19
TXN_21568,MER_003,ApexRetail,CUST_9800,Customer 11568,cust11568@example.com,11920.25,INR,netbanking,,,captured,,,2026-09-17 09:36:00,2026-09-17 09:36:24
TXN_21569,MER_005,FakeCompany,CUST_5884,Customer 11569,cust11569@example.com,21554.46,INR,wallet,,,captured,,,2026-09-17 09:38:00,2026-09-17 09:38:42
TXN_21570,MER_001,QuickBites Restaurant,CUST_9728,Customer 11570,cust11570@example.com,16028.86,INR,upi,,,failed,ERR_01,Insufficient Funds,2026-09-17 09:40:00,
TXN_21571,MER_001,QuickBites Restaurant,CUST_8596,Customer 11571,cust11571@example.com,10011.31,INR,card,RUPAY,9106,captured,,,2026-09-17 09:42:00,2026-09-17 09:42:13
TXN_21572,MER_003,ApexRetail,CUST_7468,Customer 11572,cust11572@example.com,16088.28,INR,wallet,,,captured,,,2026-09-17 09:44:00,2026-09-17 09:44:54
TXN_21573,MER_005,FakeCompany,CUST_6262,Customer 11573,cust11573@example.com,1344.31,INR,netbanking,,,captured,,,2026-09-17 09:46:00,2026-09-17 09:46:52
TXN_21574,MER_003,ApexRetail,CUST_8180,Customer 11574,cust11574@example.com,21002.31,INR,netbanking,,,captured,,,2026-09-17 09:48:00,2026-09-17 09:48:58
TXN_21575,MER_004,TechCorp Inc,CUST_9324,Customer 11575,cust11575@example.com,4349.19,INR,netbanking,,,captured,,,2026-09-17 09:50:00,2026-09-17 09:50:41
TXN_21576,MER_004,TechCorp Inc,CUST_7711,Customer 11576,cust11576@example.com,19353.24,INR,card,MASTERCARD,7172,captured,,,2026-09-17 09:52:00,2026-09-17 09:52:29
TXN_21577,MER_001,QuickBites Restaurant,CUST_1583,Customer 11577,cust11577@example.com,15701.84,INR,wallet,,,captured,,,2026-09-17 09:54:00,2026-09-17 09:54:30
TXN_21578,MER_001,QuickBites Restaurant,CUST_2784,Customer 11578,cust11578@example.com,4437.63,INR,netbanking,,,captured,,,2026-09-17 09:56:00,2026-09-17 09:56:43
TXN_21579,MER_005,FakeCompany,CUST_4921,Customer 11579,cust11579@example.com,19053.48,INR,card,VISA,3157,captured,,,2026-09-17 09:58:00,2026-09-17 09:58:17
TXN_21580,MER_002,GreenLeaf Pharmacy,CUST_4937,Customer 11580,cust11580@example.com,17715.21,INR,card,MASTERCARD,2914,captured,,,2026-09-17 10:00:00,2026-09-17 10:00:32
TXN_21581,MER_004,TechCorp Inc,CUST_4769,Customer 11581,cust11581@example.com,16712.44,INR,card,MASTERCARD,9453,captured,,,2026-09-17 10:02:00,2026-09-17 10:02:42
TXN_21582,MER_002,GreenLeaf Pharmacy,CUST_3152,Customer 11582,cust11582@example.com,20987.43,INR,wallet,,,captured,,,2026-09-17 10:04:00,2026-09-17 10:04:54
TXN_21583,MER_003,ApexRetail,CUST_2839,Customer 11583,cust11583@example.com,5686.72,INR,upi,,,captured,,,2026-09-17 10:06:00,2026-09-17 10:06:19
TXN_21584,MER_005,FakeCompany,CUST_3917,Customer 11584,cust11584@example.com,24914.51,INR,card,RUPAY,6628,captured,,,2026-09-17 10:08:00,2026-09-17 10:08:40
TXN_21585,MER_003,ApexRetail,CUST_2431,Customer 11585,cust11585@example.com,6829.9,INR,wallet,,,captured,,,2026-09-17 10:10:00,2026-09-17 10:10:15
TXN_21586,MER_004,TechCorp Inc,CUST_1050,Customer 11586,cust11586@example.com,8468.63,INR,wallet,,,captured,,,2026-09-17 10:12:00,2026-09-17 10:12:58
TXN_21587,MER_005,FakeCompany,CUST_6427,Customer 11587,cust11587@example.com,1068.25,INR,card,VISA,3764,captured,,,2026-09-17 10:14:00,2026-09-17 10:14:35
TXN_21588,MER_002,GreenLeaf Pharmacy,CUST_9408,Customer 11588,cust11588@example.com,16494.82,INR,upi,,,captured,,,2026-09-17 10:16:00,2026-09-17 10:17:00
TXN_21589,MER_005,FakeCompany,CUST_1880,Customer 11589,cust11589@example.com,5790.34,INR,wallet,,,captured,,,2026-09-17 10:18:00,2026-09-17 10:18:14
TXN_21590,MER_001,QuickBites Restaurant,CUST_1566,Customer 11590,cust11590@example.com,12900.59,INR,upi,,,captured,,,2026-09-17 10:20:00,2026-09-17 10:20:49
TXN_21591,MER_001,QuickBites Restaurant,CUST_5152,Customer 11591,cust11591@example.com,7326.2,INR,wallet,,,captured,,,2026-09-17 10:22:00,2026-09-17 10:22:46
TXN_21592,MER_002,GreenLeaf Pharmacy,CUST_2413,Customer 11592,cust11592@example.com,14999.23,INR,wallet,,,captured,,,2026-09-17 10:24:00,2026-09-17 10:24:24
TXN_21593,MER_004,TechCorp Inc,CUST_8013,Customer 11593,cust11593@example.com,23621.72,INR,card,RUPAY,7362,captured,,,2026-09-17 10:26:00,2026-09-17 10:26:22
TXN_21594,MER_001,QuickBites Restaurant,CUST_5703,Customer 11594,cust11594@example.com,23651.53,INR,upi,,,captured,,,2026-09-17 10:28:00,2026-09-17 10:28:33
TXN_21595,MER_005,FakeCompany,CUST_6061,Customer 11595,cust11595@example.com,16610.88,INR,wallet,,,captured,,,2026-09-17 10:30:00,2026-09-17 10:30:28
TXN_21596,MER_004,TechCorp Inc,CUST_1450,Customer 11596,cust11596@example.com,2489.95,INR,netbanking,,,captured,,,2026-09-17 10:32:00,2026-09-17 10:32:27
TXN_21597,MER_004,TechCorp Inc,CUST_6703,Customer 11597,cust11597@example.com,9334.16,INR,wallet,,,captured,,,2026-09-17 10:34:00,2026-09-17 10:34:32
TXN_21598,MER_005,FakeCompany,CUST_2129,Customer 11598,cust11598@example.com,24979.95,INR,wallet,,,captured,,,2026-09-17 10:36:00,2026-09-17 10:36:55
TXN_21599,MER_005,FakeCompany,CUST_7386,Customer 11599,cust11599@example.com,24237.22,INR,upi,,,captured,,,2026-09-17 10:38:00,2026-09-17 10:38:18
TXN_21600,MER_004,TechCorp Inc,CUST_1314,Customer 11600,cust11600@example.com,20790.26,INR,card,RUPAY,6752,captured,,,2026-09-17 10:40:00,2026-09-17 10:40:24
TXN_21601,MER_003,ApexRetail,CUST_8856,Customer 11601,cust11601@example.com,24295.17,INR,card,VISA,5207,failed,ERR_01,Insufficient Funds,2026-09-17 10:42:00,
TXN_21602,MER_004,TechCorp Inc,CUST_4512,Customer 11602,cust11602@example.com,13993.61,INR,upi,,,captured,,,2026-09-17 10:44:00,2026-09-17 10:44:41
TXN_21603,MER_002,GreenLeaf Pharmacy,CUST_1225,Customer 11603,cust11603@example.com,5522.63,INR,card,VISA,3070,captured,,,2026-09-17 10:46:00,2026-09-17 10:46:20
TXN_21604,MER_005,FakeCompany,CUST_8515,Customer 11604,cust11604@example.com,3918.98,INR,netbanking,,,captured,,,2026-09-17 10:48:00,2026-09-17 10:48:54
TXN_21605,MER_001,QuickBites Restaurant,CUST_3617,Customer 11605,cust11605@example.com,755.37,INR,card,MASTERCARD,8540,captured,,,2026-09-17 10:50:00,2026-09-17 10:50:41
TXN_21606,MER_001,QuickBites Restaurant,CUST_5005,Customer 11606,cust11606@example.com,7586.72,INR,wallet,,,captured,,,2026-09-17 10:52:00,2026-09-17 10:52:24
TXN_21607,MER_002,GreenLeaf Pharmacy,CUST_4872,Customer 11607,cust11607@example.com,22020.41,INR,upi,,,captured,,,2026-09-17 10:54:00,2026-09-17 10:54:17
TXN_21608,MER_003,ApexRetail,CUST_9471,Customer 11608,cust11608@example.com,24251.33,INR,wallet,,,captured,,,2026-09-17 10:56:00,2026-09-17 10:56:40
TXN_21609,MER_003,ApexRetail,CUST_8228,Customer 11609,cust11609@example.com,7355.03,INR,upi,,,captured,,,2026-09-17 10:58:00,2026-09-17 10:59:00
TXN_21610,MER_002,GreenLeaf Pharmacy,CUST_6010,Customer 11610,cust11610@example.com,22709.25,INR,upi,,,captured,,,2026-09-17 11:00:00,2026-09-17 11:00:30
TXN_21611,MER_002,GreenLeaf Pharmacy,CUST_2263,Customer 11611,cust11611@example.com,19369.35,INR,card,MASTERCARD,8606,captured,,,2026-09-17 11:02:00,2026-09-17 11:02:24
TXN_21612,MER_002,GreenLeaf Pharmacy,CUST_4589,Customer 11612,cust11612@example.com,14753.55,INR,upi,,,captured,,,2026-09-17 11:04:00,2026-09-17 11:04:50
TXN_21613,MER_003,ApexRetail,CUST_1734,Customer 11613,cust11613@example.com,8412.49,INR,wallet,,,captured,,,2026-09-17 11:06:00,2026-09-17 11:06:35
TXN_21614,MER_001,QuickBites Restaurant,CUST_5705,Customer 11614,cust11614@example.com,11921.31,INR,upi,,,captured,,,2026-09-17 11:08:00,2026-09-17 11:08:30
TXN_21615,MER_004,TechCorp Inc,CUST_3308,Customer 11615,cust11615@example.com,7104.36,INR,wallet,,,captured,,,2026-09-17 11:10:00,2026-09-17 11:10:37
TXN_21616,MER_002,GreenLeaf Pharmacy,CUST_2772,Customer 11616,cust11616@example.com,14688.85,INR,upi,,,failed,ERR_01,Insufficient Funds,2026-09-17 11:12:00,
TXN_21617,MER_001,QuickBites Restaurant,CUST_7635,Customer 11617,cust11617@example.com,24135.33,INR,card,RUPAY,8423,captured,,,2026-09-17 11:14:00,2026-09-17 11:14:54
TXN_21618,MER_003,ApexRetail,CUST_7331,Customer 11618,cust11618@example.com,14470.29,INR,card,MASTERCARD,2486,captured,,,2026-09-17 11:16:00,2026-09-17 11:16:34
TXN_21619,MER_004,TechCorp Inc,CUST_7075,Customer 11619,cust11619@example.com,8722.63,INR,wallet,,,captured,,,2026-09-17 11:18:00,2026-09-17 11:18:45
TXN_21620,MER_005,FakeCompany,CUST_5202,Customer 11620,cust11620@example.com,23779.94,INR,upi,,,captured,,,2026-09-17 11:20:00,2026-09-17 11:20:49
TXN_21621,MER_003,ApexRetail,CUST_1510,Customer 11621,cust11621@example.com,21617.91,INR,card,MASTERCARD,3428,captured,,,2026-09-17 11:22:00,2026-09-17 11:22:55
TXN_21622,MER_002,GreenLeaf Pharmacy,CUST_4053,Customer 11622,cust11622@example.com,13086.67,INR,upi,,,captured,,,2026-09-17 11:24:00,2026-09-17 11:24:16
TXN_21623,MER_005,FakeCompany,CUST_4366,Customer 11623,cust11623@example.com,6876.5,INR,upi,,,captured,,,2026-09-17 11:26:00,2026-09-17 11:26:32
TXN_21624,MER_002,GreenLeaf Pharmacy,CUST_6239,Customer 11624,cust11624@example.com,12789.11,INR,wallet,,,captured,,,2026-09-17 11:28:00,2026-09-17 11:28:22
TXN_21625,MER_002,GreenLeaf Pharmacy,CUST_2798,Customer 11625,cust11625@example.com,21797.36,INR,wallet,,,captured,,,2026-09-17 11:30:00,2026-09-17 11:30:22
TXN_21626,MER_003,ApexRetail,CUST_2755,Customer 11626,cust11626@example.com,10688.29,INR,wallet,,,captured,,,2026-09-17 11:32:00,2026-09-17 11:32:16
TXN_21627,MER_003,ApexRetail,CUST_6342,Customer 11627,cust11627@example.com,5265.39,INR,wallet,,,captured,,,2026-09-17 11:34:00,2026-09-17 11:34:49
TXN_21628,MER_001,QuickBites Restaurant,CUST_2567,Customer 11628,cust11628@example.com,17818.73,INR,wallet,,,captured,,,2026-09-17 11:36:00,2026-09-17 11:36:28
TXN_21629,MER_002,GreenLeaf Pharmacy,CUST_7299,Customer 11629,cust11629@example.com,16776.09,INR,wallet,,,captured,,,2026-09-17 11:38:00,2026-09-17 11:38:31
TXN_21630,MER_001,QuickBites Restaurant,CUST_3121,Customer 11630,cust11630@example.com,1144.79,INR,card,VISA,8577,captured,,,2026-09-17 11:40:00,2026-09-17 11:41:00
TXN_21631,MER_002,GreenLeaf Pharmacy,CUST_4607,Customer 11631,cust11631@example.com,9555.01,INR,netbanking,,,captured,,,2026-09-17 11:42:00,2026-09-17 11:42:46
TXN_21632,MER_003,ApexRetail,CUST_9780,Customer 11632,cust11632@example.com,10393.31,INR,netbanking,,,captured,,,2026-09-17 11:44:00,2026-09-17 11:44:33
TXN_21633,MER_004,TechCorp Inc,CUST_9917,Customer 11633,cust11633@example.com,11060.74,INR,card,MASTERCARD,8453,captured,,,2026-09-17 11:46:00,2026-09-17 11:46:23
TXN_21634,MER_005,FakeCompany,CUST_4369,Customer 11634,cust11634@example.com,7884.66,INR,card,MASTERCARD,6867,captured,,,2026-09-17 11:48:00,2026-09-17 11:48:29
TXN_21635,MER_003,ApexRetail,CUST_3213,Customer 11635,cust11635@example.com,15469.25,INR,card,RUPAY,3104,captured,,,2026-09-17 11:50:00,2026-09-17 11:50:15
TXN_21636,MER_002,GreenLeaf Pharmacy,CUST_6496,Customer 11636,cust11636@example.com,24695.19,INR,card,VISA,1475,captured,,,2026-09-17 11:52:00,2026-09-17 11:52:57
TXN_21637,MER_001,QuickBites Restaurant,CUST_6330,Customer 11637,cust11637@example.com,12300.11,INR,wallet,,,captured,,,2026-09-17 11:54:00,2026-09-17 11:54:45
TXN_21638,MER_004,TechCorp Inc,CUST_9522,Customer 11638,cust11638@example.com,7013.02,INR,netbanking,,,captured,,,2026-09-17 11:56:00,2026-09-17 11:56:23
TXN_21639,MER_005,FakeCompany,CUST_2354,Customer 11639,cust11639@example.com,8147.29,INR,upi,,,captured,,,2026-09-17 11:58:00,2026-09-17 11:58:25
TXN_21640,MER_001,QuickBites Restaurant,CUST_1314,Customer 11640,cust11640@example.com,10651.61,INR,card,VISA,1927,captured,,,2026-09-17 12:00:00,2026-09-17 12:00:20
TXN_21641,MER_005,FakeCompany,CUST_8071,Customer 11641,cust11641@example.com,9608.06,INR,card,VISA,1378,captured,,,2026-09-17 12:02:00,2026-09-17 12:02:11
TXN_21642,MER_003,ApexRetail,CUST_6949,Customer 11642,cust11642@example.com,14953.27,INR,netbanking,,,captured,,,2026-09-17 12:04:00,2026-09-17 12:04:16
TXN_21643,MER_001,QuickBites Restaurant,CUST_1741,Customer 11643,cust11643@example.com,23941.93,INR,wallet,,,captured,,,2026-09-17 12:06:00,2026-09-17 12:06:29
TXN_21644,MER_001,QuickBites Restaurant,CUST_6796,Customer 11644,cust11644@example.com,22964.32,INR,upi,,,captured,,,2026-09-17 12:08:00,2026-09-17 12:08:25
TXN_21645,MER_005,FakeCompany,CUST_1983,Customer 11645,cust11645@example.com,21251.44,INR,upi,,,captured,,,2026-09-17 12:10:00,2026-09-17 12:10:38
TXN_21646,MER_002,GreenLeaf Pharmacy,CUST_6706,Customer 11646,cust11646@example.com,22898.71,INR,netbanking,,,captured,,,2026-09-17 12:12:00,2026-09-17 12:12:25
TXN_21647,MER_001,QuickBites Restaurant,CUST_1408,Customer 11647,cust11647@example.com,17393.29,INR,netbanking,,,captured,,,2026-09-17 12:14:00,2026-09-17 12:14:43
TXN_21648,MER_005,FakeCompany,CUST_9172,Customer 11648,cust11648@example.com,13941.89,INR,netbanking,,,captured,,,2026-09-17 12:16:00,2026-09-17 12:16:54
TXN_21649,MER_003,ApexRetail,CUST_9282,Customer 11649,cust11649@example.com,19786.3,INR,wallet,,,captured,,,2026-09-17 12:18:00,2026-09-17 12:18:11
TXN_21650,MER_004,TechCorp Inc,CUST_3257,Customer 11650,cust11650@example.com,15313.3,INR,upi,,,captured,,,2026-09-17 12:20:00,2026-09-17 12:20:15
TXN_21651,MER_005,FakeCompany,CUST_8093,Customer 11651,cust11651@example.com,23010.95,INR,netbanking,,,captured,,,2026-09-17 12:22:00,2026-09-17 12:22:52
TXN_21652,MER_002,GreenLeaf Pharmacy,CUST_5724,Customer 11652,cust11652@example.com,19338.67,INR,upi,,,captured,,,2026-09-17 12:24:00,2026-09-17 12:24:41
TXN_21653,MER_003,ApexRetail,CUST_4311,Customer 11653,cust11653@example.com,5758.48,INR,card,RUPAY,2310,captured,,,2026-09-17 12:26:00,2026-09-17 12:26:12
TXN_21654,MER_002,GreenLeaf Pharmacy,CUST_9758,Customer 11654,cust11654@example.com,15757.04,INR,wallet,,,captured,,,2026-09-17 12:28:00,2026-09-17 12:28:27
TXN_21655,MER_002,GreenLeaf Pharmacy,CUST_5826,Customer 11655,cust11655@example.com,1546.08,INR,wallet,,,captured,,,2026-09-17 12:30:00,2026-09-17 12:30:25
TXN_21656,MER_003,ApexRetail,CUST_4799,Customer 11656,cust11656@example.com,7599.12,INR,card,VISA,6371,captured,,,2026-09-17 12:32:00,2026-09-17 12:32:59
TXN_21657,MER_002,GreenLeaf Pharmacy,CUST_2072,Customer 11657,cust11657@example.com,10380.07,INR,netbanking,,,captured,,,2026-09-17 12:34:00,2026-09-17 12:34:45
TXN_21658,MER_004,TechCorp Inc,CUST_9164,Customer 11658,cust11658@example.com,15689.18,INR,netbanking,,,captured,,,2026-09-17 12:36:00,2026-09-17 12:36:36
TXN_21659,MER_001,QuickBites Restaurant,CUST_4840,Customer 11659,cust11659@example.com,13725.98,INR,wallet,,,captured,,,2026-09-17 12:38:00,2026-09-17 12:38:29
TXN_21660,MER_003,ApexRetail,CUST_9158,Customer 11660,cust11660@example.com,21328.16,INR,card,MASTERCARD,3876,captured,,,2026-09-17 12:40:00,2026-09-17 12:41:00
TXN_21661,MER_001,QuickBites Restaurant,CUST_6070,Customer 11661,cust11661@example.com,22286.06,INR,upi,,,captured,,,2026-09-17 12:42:00,2026-09-17 12:42:34
TXN_21662,MER_001,QuickBites Restaurant,CUST_7960,Customer 11662,cust11662@example.com,14534.84,INR,card,RUPAY,2570,captured,,,2026-09-17 12:44:00,2026-09-17 12:44:26
TXN_21663,MER_001,QuickBites Restaurant,CUST_3881,Customer 11663,cust11663@example.com,18444.57,INR,upi,,,captured,,,2026-09-17 12:46:00,2026-09-17 12:46:50
TXN_21664,MER_001,QuickBites Restaurant,CUST_2104,Customer 11664,cust11664@example.com,3753.61,INR,wallet,,,captured,,,2026-09-17 12:48:00,2026-09-17 12:48:39
TXN_21665,MER_005,FakeCompany,CUST_6659,Customer 11665,cust11665@example.com,10915.19,INR,netbanking,,,captured,,,2026-09-17 12:50:00,2026-09-17 12:50:49
TXN_21666,MER_001,QuickBites Restaurant,CUST_5819,Customer 11666,cust11666@example.com,6580.03,INR,upi,,,captured,,,2026-09-17 12:52:00,2026-09-17 12:52:28
TXN_21667,MER_001,QuickBites Restaurant,CUST_5500,Customer 11667,cust11667@example.com,13264.59,INR,card,RUPAY,5326,captured,,,2026-09-17 12:54:00,2026-09-17 12:54:18
TXN_21668,MER_005,FakeCompany,CUST_2958,Customer 11668,cust11668@example.com,16488.2,INR,upi,,,captured,,,2026-09-17 12:56:00,2026-09-17 12:56:36
TXN_21669,MER_001,QuickBites Restaurant,CUST_2312,Customer 11669,cust11669@example.com,7735.75,INR,upi,,,captured,,,2026-09-17 12:58:00,2026-09-17 12:58:51
TXN_21670,MER_004,TechCorp Inc,CUST_3528,Customer 11670,cust11670@example.com,5657.39,INR,netbanking,,,captured,,,2026-09-17 13:00:00,2026-09-17 13:00:52
TXN_21671,MER_001,QuickBites Restaurant,CUST_5169,Customer 11671,cust11671@example.com,3101.76,INR,upi,,,captured,,,2026-09-17 13:02:00,2026-09-17 13:02:27
TXN_21672,MER_002,GreenLeaf Pharmacy,CUST_7590,Customer 11672,cust11672@example.com,19957.82,INR,card,MASTERCARD,9307,captured,,,2026-09-17 13:04:00,2026-09-17 13:04:54
TXN_21673,MER_003,ApexRetail,CUST_2765,Customer 11673,cust11673@example.com,12544.93,INR,netbanking,,,captured,,,2026-09-17 13:06:00,2026-09-17 13:06:41
TXN_21674,MER_004,TechCorp Inc,CUST_6792,Customer 11674,cust11674@example.com,18900.03,INR,card,MASTERCARD,6651,captured,,,2026-09-17 13:08:00,2026-09-17 13:08:28
TXN_21675,MER_001,QuickBites Restaurant,CUST_3404,Customer 11675,cust11675@example.com,14800.19,INR,card,VISA,3229,captured,,,2026-09-17 13:10:00,2026-09-17 13:10:43
TXN_21676,MER_002,GreenLeaf Pharmacy,CUST_2645,Customer 11676,cust11676@example.com,14810.94,INR,wallet,,,captured,,,2026-09-17 13:12:00,2026-09-17 13:12:54
TXN_21677,MER_002,GreenLeaf Pharmacy,CUST_7571,Customer 11677,cust11677@example.com,17725.52,INR,upi,,,captured,,,2026-09-17 13:14:00,2026-09-17 13:14:28
TXN_21678,MER_001,QuickBites Restaurant,CUST_5423,Customer 11678,cust11678@example.com,4157.22,INR,card,RUPAY,6353,captured,,,2026-09-17 13:16:00,2026-09-17 13:16:53
TXN_21679,MER_005,FakeCompany,CUST_9325,Customer 11679,cust11679@example.com,20457.26,INR,netbanking,,,captured,,,2026-09-17 13:18:00,2026-09-17 13:18:54
TXN_21680,MER_004,TechCorp Inc,CUST_8733,Customer 11680,cust11680@example.com,13570.34,INR,upi,,,captured,,,2026-09-17 13:20:00,2026-09-17 13:20:25
TXN_21681,MER_002,GreenLeaf Pharmacy,CUST_9380,Customer 11681,cust11681@example.com,22106.78,INR,upi,,,captured,,,2026-09-17 13:22:00,2026-09-17 13:22:20
TXN_21682,MER_003,ApexRetail,CUST_4474,Customer 11682,cust11682@example.com,2488.0,INR,netbanking,,,captured,,,2026-09-17 13:24:00,2026-09-17 13:24:20
TXN_21683,MER_001,QuickBites Restaurant,CUST_8629,Customer 11683,cust11683@example.com,19962.62,INR,wallet,,,captured,,,2026-09-17 13:26:00,2026-09-17 13:26:45
TXN_21684,MER_001,QuickBites Restaurant,CUST_7122,Customer 11684,cust11684@example.com,15916.39,INR,wallet,,,captured,,,2026-09-17 13:28:00,2026-09-17 13:28:32
TXN_21685,MER_004,TechCorp Inc,CUST_4644,Customer 11685,cust11685@example.com,13625.87,INR,upi,,,captured,,,2026-09-17 13:30:00,2026-09-17 13:30:21
TXN_21686,MER_005,FakeCompany,CUST_3205,Customer 11686,cust11686@example.com,12450.3,INR,card,MASTERCARD,1573,failed,ERR_01,Insufficient Funds,2026-09-17 13:32:00,
TXN_21687,MER_004,TechCorp Inc,CUST_3211,Customer 11687,cust11687@example.com,3387.98,INR,upi,,,captured,,,2026-09-17 13:34:00,2026-09-17 13:34:33
TXN_21688,MER_001,QuickBites Restaurant,CUST_4098,Customer 11688,cust11688@example.com,14993.23,INR,upi,,,captured,,,2026-09-17 13:36:00,2026-09-17 13:36:56
TXN_21689,MER_004,TechCorp Inc,CUST_4518,Customer 11689,cust11689@example.com,9785.48,INR,card,VISA,8164,captured,,,2026-09-17 13:38:00,2026-09-17 13:38:19
TXN_21690,MER_004,TechCorp Inc,CUST_9825,Customer 11690,cust11690@example.com,11396.58,INR,netbanking,,,captured,,,2026-09-17 13:40:00,2026-09-17 13:40:16
TXN_21691,MER_004,TechCorp Inc,CUST_4206,Customer 11691,cust11691@example.com,13824.8,INR,wallet,,,captured,,,2026-09-17 13:42:00,2026-09-17 13:42:56
TXN_21692,MER_002,GreenLeaf Pharmacy,CUST_6329,Customer 11692,cust11692@example.com,6264.98,INR,card,MASTERCARD,2561,captured,,,2026-09-17 13:44:00,2026-09-17 13:44:47
TXN_21693,MER_005,FakeCompany,CUST_4537,Customer 11693,cust11693@example.com,11983.57,INR,card,RUPAY,1048,captured,,,2026-09-17 13:46:00,2026-09-17 13:46:32
TXN_21694,MER_002,GreenLeaf Pharmacy,CUST_2019,Customer 11694,cust11694@example.com,15975.89,INR,card,RUPAY,9342,captured,,,2026-09-17 13:48:00,2026-09-17 13:48:46
TXN_21695,MER_002,GreenLeaf Pharmacy,CUST_5012,Customer 11695,cust11695@example.com,8704.76,INR,netbanking,,,captured,,,2026-09-17 13:50:00,2026-09-17 13:50:25
TXN_21696,MER_002,GreenLeaf Pharmacy,CUST_7887,Customer 11696,cust11696@example.com,20356.76,INR,netbanking,,,captured,,,2026-09-17 13:52:00,2026-09-17 13:52:31
TXN_21697,MER_003,ApexRetail,CUST_8299,Customer 11697,cust11697@example.com,10594.51,INR,card,VISA,4190,captured,,,2026-09-17 13:54:00,2026-09-17 13:54:26
TXN_21698,MER_004,TechCorp Inc,CUST_6170,Customer 11698,cust11698@example.com,6572.15,INR,wallet,,,captured,,,2026-09-17 13:56:00,2026-09-17 13:56:41
TXN_21699,MER_002,GreenLeaf Pharmacy,CUST_8678,Customer 11699,cust11699@example.com,16569.64,INR,wallet,,,captured,,,2026-09-17 13:58:00,2026-09-17 13:58:57
TXN_21700,MER_002,GreenLeaf Pharmacy,CUST_5898,Customer 11700,cust11700@example.com,169.11,INR,upi,,,captured,,,2026-09-17 14:00:00,2026-09-17 14:00:18
TXN_21701,MER_005,FakeCompany,CUST_6120,Customer 11701,cust11701@example.com,7998.43,INR,netbanking,,,captured,,,2026-09-17 14:02:00,2026-09-17 14:02:36
TXN_21702,MER_003,ApexRetail,CUST_8285,Customer 11702,cust11702@example.com,14374.35,INR,card,MASTERCARD,4077,captured,,,2026-09-17 14:04:00,2026-09-17 14:04:29
TXN_21703,MER_004,TechCorp Inc,CUST_1651,Customer 11703,cust11703@example.com,24611.38,INR,wallet,,,captured,,,2026-09-17 14:06:00,2026-09-17 14:06:25
TXN_21704,MER_002,GreenLeaf Pharmacy,CUST_2252,Customer 11704,cust11704@example.com,7978.01,INR,wallet,,,captured,,,2026-09-17 14:08:00,2026-09-17 14:08:21
TXN_21705,MER_001,QuickBites Restaurant,CUST_1131,Customer 11705,cust11705@example.com,17999.67,INR,card,MASTERCARD,7922,captured,,,2026-09-17 14:10:00,2026-09-17 14:10:15
TXN_21706,MER_001,QuickBites Restaurant,CUST_5512,Customer 11706,cust11706@example.com,6230.45,INR,card,RUPAY,3447,failed,ERR_01,Insufficient Funds,2026-09-17 14:12:00,
TXN_21707,MER_003,ApexRetail,CUST_2147,Customer 11707,cust11707@example.com,16425.33,INR,wallet,,,captured,,,2026-09-17 14:14:00,2026-09-17 14:14:14
TXN_21708,MER_004,TechCorp Inc,CUST_8347,Customer 11708,cust11708@example.com,8414.09,INR,netbanking,,,captured,,,2026-09-17 14:16:00,2026-09-17 14:16:51
TXN_21709,MER_004,TechCorp Inc,CUST_6498,Customer 11709,cust11709@example.com,24713.36,INR,netbanking,,,captured,,,2026-09-17 14:18:00,2026-09-17 14:18:35
